2025-05-22 17:44:23.289 [main] INFO  org.zishu.TliasWebManagementApplication-Starting TliasWebManagementApplication using Java 17.0.4.1 with PID 13112 (D:\idea\code\SpringBoot-web-learn\tlias-web-management\target\classes started by lizis in D:\idea\code\SpringBoot-web-learn)
2025-05-22 17:44:23.290 [main] INFO  org.zishu.TliasWebManagementApplication-No active profile set, falling back to 1 default profile: "default"
2025-05-22 17:44:23.904 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer-Tomcat initialized with port 8080 (http)
2025-05-22 17:44:23.906 [main] INFO  org.apache.catalina.core.AprLifecycleListener-Loaded Apache Tomcat Native library [2.0.8] using APR version [1.7.4].
2025-05-22 17:44:23.915 [main] INFO  org.apache.catalina.core.AprLifecycleListener-OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2025-05-22 17:44:23.921 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Initializing ProtocolHandler ["http-nio-8080"]
2025-05-22 17:44:23.923 [main] INFO  org.apache.catalina.core.StandardService-Starting service [Tomcat]
2025-05-22 17:44:23.923 [main] INFO  org.apache.catalina.core.StandardEngine-Starting Servlet engine: [Apache Tomcat/10.1.40]
2025-05-22 17:44:23.959 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]-Initializing Spring embedded WebApplicationContext
2025-05-22 17:44:23.959 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext-Root WebApplicationContext: initialization completed in 643 ms
2025-05-22 17:44:24.304 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Starting ProtocolHandler ["http-nio-8080"]
2025-05-22 17:44:24.319 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer-Tomcat started on port 8080 (http) with context path '/'
2025-05-22 17:44:24.325 [main] INFO  org.zishu.TliasWebManagementApplication-Started TliasWebManagementApplication in 1.304 seconds (process running for 1.935)
2025-05-22 17:44:34.720 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]-Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-22 17:44:34.721 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet-Initializing Servlet 'dispatcherServlet'
2025-05-22 17:44:34.722 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet-Completed initialization in 1 ms
2025-05-22 17:44:34.745 [http-nio-8080-exec-1] INFO  org.zishu.controller.DeptController-查询所有部门信息
2025-05-22 17:44:34.795 [http-nio-8080-exec-1] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} inited
2025-05-22 17:45:38.319 [http-nio-8080-exec-2] INFO  org.zishu.controller.DeptController-新增部门：Dept(id=null, name=111, createTime=null, updateTime=null)
2025-05-22 17:45:38.348 [http-nio-8080-exec-4] INFO  org.zishu.controller.DeptController-查询所有部门信息
2025-05-22 17:45:39.556 [http-nio-8080-exec-3] INFO  org.zishu.controller.DeptController-根据id查询部门：13
2025-05-22 17:45:41.137 [http-nio-8080-exec-5] INFO  org.zishu.controller.DeptController-修改部门：Dept(id=13, name=111q, createTime=2025-05-22T17:45:38, updateTime=2025-05-22T17:45:38)
2025-05-22 17:45:41.148 [http-nio-8080-exec-6] INFO  org.zishu.controller.DeptController-查询所有部门信息
2025-05-22 17:45:42.778 [http-nio-8080-exec-7] INFO  org.zishu.controller.DeptController-根据id删除部门：13
2025-05-22 17:45:42.793 [http-nio-8080-exec-8] INFO  org.zishu.controller.DeptController-查询所有部门信息
2025-05-22 17:46:15.662 [http-nio-8080-exec-9] INFO  org.zishu.controller.DeptController-根据id查询部门：1
2025-05-22 19:29:41.236 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown-Commencing graceful shutdown. Waiting for active requests to complete
2025-05-22 19:29:41.642 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown-Graceful shutdown complete
2025-05-22 19:29:41.644 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closing ...
2025-05-22 19:29:41.645 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closed
